uid	iid	label	time
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
43	578	1.0	1421884800
44	3	0.0	1421107200
44	278	0.0	1421107200
44	278	0.0	1421107200
44	900	0.0	1429228800
44	543	0.0	1482969600
45	769	1.0	1407628800
45	3	1.0	1414540800
45	278	1.0	1414540800
45	278	1.0	1414540800
45	571	1.0	1450656000
46	3	1.0	1410825600
46	37	1.0	1410825600
46	37	1.0	1410825600
46	202	1.0	1410825600
46	581	1.0	1410825600
47	3	1.0	1403222400
47	202	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
47	578	1.0	1403222400
48	3	1.0	1379462400
48	202	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
48	578	1.0	1379462400
49	78	1.0	1302134400
49	3	1.0	1355443200
49	202	1.0	1355443200
49	566	1.0	1355961600
49	566	1.0	1429488000
50	3	1.0	1343260800
50	202	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
50	578	1.0	1343260800
51	4	1.0	1523404800
51	6	1.0	1523404800
51	7	1.0	1523404800
51	190	1.0	1523404800
51	587	1.0	1523404800
52	220	1.0	1476057600
52	57	1.0	1479427200
52	580	1.0	1479427200
52	785	1.0	1479427200
52	827	1.0	1479427200
52	861	1.0	1479427200
52	928	1.0	1479427200
52	951	1.0	1479427200
52	991	1.0	1479427200
53	361	0.0	1428278400
53	361	0.0	1428278400
53	94	1.0	1521244800
53	4	1.0	1521331200
53	190	1.0	1521331200
54	4	1.0	1520640000
54	190	1.0	1520640000
54	534	1.0	1520640000
54	751	1.0	1520640000
55	517	1.0	1376784000
55	877	1.0	1438992000
55	221	0.0	1492560000
55	4	1.0	1520208000
55	190	1.0	1520208000
56	653	1.0	1454112000
56	653	1.0	1454112000
56	4	1.0	1520121600
56	190	1.0	1520121600
56	514	1.0	1520121600
57	418	1.0	1428192000
57	418	1.0	1428192000
57	1109	1.0	1428192000
57	4	0.0	1520121600
57	190	0.0	1520121600
58	328	1.0	1513382400
58	328	1.0	1513382400
58	4	1.0	1519948800
58	7	1.0	1519948800
58	190	1.0	1519948800
59	1449	1.0	1505606400
59	1045	0.0	1509235200
59	4	1.0	1519776000
59	190	1.0	1519776000
59	510	1.0	1519776000
60	1249	0.0	1430524800
60	5	0.0	1468454400
60	653	0.0	1468886400
61	502	1.0	1489104000
61	502	1.0	1489104000
61	7	1.0	1511913600
62	8	1.0	1501200000
62	524	1.0	1501200000
62	655	0.0	1501286400
62	4	1.0	1515801600
62	190	1.0	1515801600
63	837	1.0	1512086400
63	32	0.0	1514160000
63	398	0.0	1514505600
63	398	0.0	1514505600
63	514	1.0	1515369600
64	26	1.0	1460937600
64	52	1.0	1460937600
64	181	1.0	1460937600
64	320	1.0	1513123200
65	503	0.0	1476748800
65	503	0.0	1476748800
65	914	0.0	1476748800
65	4	0.0	1514764800
65	190	0.0	1514764800
66	155	1.0	1472083200
66	707	1.0	1472083200
66	1164	1.0	1472083200
66	4	1.0	1512604800
66	190	1.0	1512604800
67	5	1.0	1305849600
67	7	1.0	1341532800
67	587	1.0	1341532800
67	5	1.0	1377561600
67	187	1.0	1377907200
68	5	1.0	1300492800
68	7	1.0	1303862400
68	587	1.0	1303862400
68	7	1.0	1305676800
68	587	1.0	1305676800
69	1001	1.0	1454889600
69	4	1.0	1473897600
69	190	1.0	1473897600
69	7	1.0	1488758400
69	587	1.0	1488758400
70	4	0.0	1499904000
70	190	0.0	1499904000
70	5	0.0	1500508800
70	8	0.0	1500508800
70	524	0.0	1500508800
70	883	0.0	1500508800
71	75	1.0	1388880000
71	340	0.0	1391126400
71	340	0.0	1391126400
71	791	0.0	1391472000
71	57	1.0	1393200000
71	580	1.0	1393200000
71	337	0.0	1394236800
71	337	0.0	1394236800
71	733	1.0	1406073600
71	987	0.0	1407715200
71	1144	1.0	1414800000
71	653	0.0	1439510400
71	965	0.0	1439510400
71	693	1.0	1441670400
71	754	1.0	1443139200
71	1247	1.0	1445385600
71	1484	1.0	1468108800
71	1437	1.0	1473465600
71	5	0.0	1494806400
71	524	0.0	1500163200
71	7	1.0	1501977600
72	422	1.0	1483660800
72	422	1.0	1483660800
72	5	0.0	1492473600
72	4	0.0	1492473600
72	190	0.0	1492473600
73	221	1.0	1490400000
73	534	1.0	1499385600
73	4	1.0	1508198400
73	190	1.0	1508198400
73	6	1.0	1520467200
74	221	1.0	1456099200
74	777	0.0	1456790400
74	1121	0.0	1485734400
74	4	1.0	1507334400
74	190	1.0	1507334400
75	7	1.0	1487635200
75	587	1.0	1487635200
75	5	1.0	1488672000
75	4	1.0	1488844800
75	190	1.0	1488844800
75	53	1.0	1490400000
76	1026	0.0	1452729600
76	119	1.0	1453766400
76	1117	1.0	1453766400
76	12	1.0	1456185600
76	1364	1.0	1476403200
77	4	0.0	1506988800
77	7	1.0	1506988800
77	190	0.0	1506988800
77	398	1.0	1506988800
77	398	1.0	1506988800
78	5	1.0	1481673600
78	5	1.0	1481673600
78	5	1.0	1481673600
78	4	1.0	1481673600
78	4	1.0	1481673600
78	4	1.0	1481673600
78	190	1.0	1481673600
79	507	1.0	1417737600
79	507	1.0	1417737600
79	8	1.0	1419033600
79	1041	1.0	1422316800
79	53	1.0	1424822400
79	54	1.0	1424822400
80	7	1.0	1504396800
80	587	1.0	1504396800
80	4	1.0	1506038400
80	190	1.0	1506038400
80	619	1.0	1522886400
81	221	1.0	1472947200
81	221	1.0	1472947200
81	5	1.0	1474675200
81	1223	1.0	1487203200
81	4	1.0	1495843200
82	1090	0.0	1490486400
82	266	1.0	1494806400
82	1195	0.0	1500249600
82	1354	1.0	1504569600
82	4	1.0	1505692800
83	938	1.0	1395705600
83	651	1.0	1408924800
83	712	1.0	1417824000
83	1014	1.0	1417824000
83	524	1.0	1464825600
83	6	1.0	1465430400
83	1124	1.0	1465430400
83	5	1.0	1472428800
84	4	1.0	1505001600
84	190	1.0	1505001600
84	355	1.0	1505001600
84	355	1.0	1505001600
84	524	1.0	1505001600
85	5	1.0	1472428800
85	5	1.0	1472428800
85	5	1.0	1472428800
85	8	1.0	1472428800
85	75	1.0	1472428800
86	5	1.0	1472256000
86	4	1.0	1472256000
86	4	1.0	1472256000
86	190	1.0	1472256000
86	190	1.0	1472256000
87	699	1.0	1468713600
87	746	1.0	1468713600
87	653	1.0	1471132800
87	699	1.0	1471132800
87	746	1.0	1471132800
87	5	1.0	1471737600
88	53	1.0	1500422400
88	54	1.0	1500422400
88	4	1.0	1504656000
88	190	1.0	1504656000
89	649	0.0	1372377600
89	905	1.0	1402012800
89	770	1.0	1411862400
89	53	1.0	1424649600
89	54	1.0	1424649600
90	710	1.0	1432598400
90	5	1.0	1470096000
90	598	0.0	1470096000
90	1342	0.0	1470096000
90	94	1.0	1522108800
91	5	1.0	1469664000
91	53	1.0	1494979200
91	54	1.0	1494979200
91	4	1.0	1497139200
91	190	1.0	1497139200
92	521	1.0	1242604800
92	5	0.0	1469145600
92	5	1.0	1469145600
92	4	1.0	1478563200
92	190	1.0	1478563200
93	466	1.0	1462060800
94	5	0.0	1466812800
94	4	1.0	1481068800
94	4	1.0	1481068800
94	190	1.0	1481068800
94	190	1.0	1481068800
95	5	1.0	1466553600
95	4	1.0	1466553600
95	190	1.0	1466553600
95	4	0.0	1477699200
95	190	0.0	1477699200
96	5	1.0	1464220800
96	5	1.0	1464480000
96	4	1.0	1464480000
96	4	1.0	1464480000
96	190	1.0	1464480000
97	422	1.0	1370390400
97	422	1.0	1370390400
97	1508	1.0	1370390400
97	1086	1.0	1375142400
97	410	1.0	1390176000
97	410	1.0	1390176000
97	422	1.0	1397692800
97	422	1.0	1397692800
97	1508	1.0	1397692800
97	702	1.0	1415145600
97	813	1.0	1415664000
97	189	1.0	1415923200
97	825	1.0	1416441600
97	825	1.0	1416441600
97	483	1.0	1419897600
97	483	1.0	1419897600
97	292	1.0	1421798400
97	292	1.0	1421798400
97	442	1.0	1428192000
97	482	1.0	1428192000
97	494	1.0	1428192000
97	442	1.0	1428192000
97	482	1.0	1428192000
97	494	1.0	1428192000
97	604	1.0	1428278400
97	612	1.0	1428624000
97	1127	1.0	1428624000
97	1178	1.0	1429142400
97	1184	1.0	1429142400
97	605	1.0	1429315200
97	610	1.0	1429660800
97	727	1.0	1429660800
97	759	1.0	1429747200
97	806	1.0	1429747200
97	768	1.0	1429920000
97	760	1.0	1430697600
97	806	1.0	1430784000
97	768	1.0	1431907200
97	609	1.0	1432166400
97	1186	1.0	1432425600
97	603	1.0	1433376000
97	939	1.0	1434067200
97	605	1.0	1434412800
97	7	1.0	1447286400
97	587	1.0	1447286400
97	5	1.0	1464134400
97	5	1.0	1464220800
97	703	1.0	1464393600
97	702	1.0	1464739200
97	898	1.0	1468540800
97	1096	0.0	1469318400
97	1051	1.0	1469836800
97	1192	1.0	1470787200
97	955	1.0	1472947200
97	451	1.0	1473465600
97	451	1.0	1473465600
97	1142	1.0	1476230400
97	813	1.0	1481328000
97	956	0.0	1482710400
98	53	1.0	1401667200
98	54	1.0	1401667200
98	53	1.0	1433980800
98	54	1.0	1433980800
98	5	1.0	1464134400
99	184	1.0	1424044800
99	384	1.0	1424044800
99	384	1.0	1424044800
99	1315	1.0	1439942400
99	5	1.0	1463011200
100	5	1.0	1461456000
100	4	1.0	1466812800
100	4	1.0	1466812800
100	190	1.0	1466812800
100	190	1.0	1466812800
101	969	0.0	1402876800
101	965	0.0	1402963200
101	524	1.0	1428883200
101	524	1.0	1428883200
101	5	1.0	1460678400
102	8	1.0	1405296000
102	5	1.0	1459987200
102	5	1.0	1459987200
102	5	1.0	1459987200
102	4	1.0	1464652800
102	190	1.0	1464652800
103	712	1.0	1437782400
103	5	1.0	1458000000
103	5	1.0	1458000000
103	5	1.0	1458000000
103	5	1.0	1458000000
104	5	1.0	1440201600
104	5	1.0	1440201600
104	7	1.0	1440201600
104	221	1.0	1440201600
104	587	1.0	1440201600
104	646	1.0	1440201600
105	5	1.0	1406160000
106	599	1.0	1389312000
106	189	1.0	1392940800
106	53	1.0	1394150400
106	54	1.0	1394150400
106	53	1.0	1402099200
106	54	1.0	1402099200
106	5	1.0	1404086400
106	422	1.0	1404432000
106	422	1.0	1404432000
107	273	1.0	1267660800
107	273	1.0	1267660800
107	83	1.0	1429920000
107	23	1.0	1430179200
107	221	1.0	1437868800
107	1475	0.0	1464220800
107	1019	1.0	1467504000
107	1528	1.0	1468022400
107	9	1.0	1498176000
107	651	1.0	1498176000
107	1068	1.0	1499212800
107	4	1.0	1500768000
107	190	1.0	1500768000
107	1538	1.0	1502150400
107	1516	0.0	1502928000
107	75	1.0	1511654400
107	711	0.0	1518134400
108	387	1.0	1411862400
108	387	1.0	1411862400
108	377	1.0	1459468800
108	4	1.0	1500508800
108	190	1.0	1500508800
109	8	1.0	1364428800
109	507	0.0	1475625600
109	507	0.0	1475625600
109	4	1.0	1499644800
109	190	1.0	1499644800
110	4	1.0	1498953600
110	190	1.0	1498953600
110	7	1.0	1517702400
110	514	1.0	1517702400
110	587	1.0	1517702400
111	4	1.0	1496880000
111	190	1.0	1496880000
111	489	1.0	1496880000
111	489	1.0	1496880000
113	4	1.0	1495843200
113	53	0.0	1495843200
113	54	0.0	1495843200
113	190	1.0	1495843200
113	194	1.0	1495843200
114	187	1.0	1317340800
114	7	1.0	1318723200
114	587	1.0	1318723200
114	94	0.0	1319932800
114	6	1.0	1330992000
115	169	1.0	1451865600
115	183	0.0	1466726400
115	293	0.0	1467417600
115	437	1.0	1467417600
115	293	0.0	1467417600
116	4	1.0	1494892800
116	190	1.0	1494892800
116	1311	0.0	1500508800
116	524	1.0	1503014400
116	1311	1.0	1503014400
116	422	1.0	1508457600
116	422	1.0	1508457600
117	4	0.0	1493078400
117	190	0.0	1493078400
117	53	0.0	1520640000
117	54	0.0	1520640000
117	1109	1.0	1524182400
118	4	1.0	1492560000
118	190	1.0	1492560000
118	7	1.0	1503792000
118	75	1.0	1503792000
118	587	1.0	1503792000
119	4	1.0	1491177600
119	7	1.0	1491177600
119	190	1.0	1491177600
119	587	1.0	1491177600
119	53	1.0	1518220800
120	8	1.0	1490313600
120	619	1.0	1490313600
120	4	1.0	1490400000
120	190	1.0	1490400000
120	459	1.0	1498176000
121	70	1.0	1413676800
121	63	0.0	1414627200
121	27	1.0	1416009600
121	4	0.0	1490140800
121	190	0.0	1490140800
122	4	1.0	1489881600
122	190	1.0	1489881600
122	627	1.0	1489881600
122	1123	1.0	1500508800
122	153	1.0	1503878400
122	154	1.0	1503878400
124	4	1.0	1487203200
124	189	1.0	1487203200
124	190	1.0	1487203200
124	220	1.0	1487203200
124	619	1.0	1487203200
125	48	1.0	1438905600
125	416	1.0	1451865600
125	416	1.0	1451865600
125	4	0.0	1485216000
125	190	0.0	1485216000
126	566	1.0	1426550400
126	149	1.0	1431561600
126	4	1.0	1484524800
126	190	1.0	1484524800
126	8	1.0	1486166400
127	221	1.0	1413849600
127	579	1.0	1413849600
127	221	1.0	1439942400
127	4	1.0	1484006400
127	190	1.0	1484006400
128	9	1.0	1464739200
128	398	1.0	1470355200
128	398	1.0	1470355200
128	4	1.0	1483401600
128	190	1.0	1483401600
129	1293	1.0	1467849600
129	53	0.0	1472774400
129	54	0.0	1472774400
129	675	1.0	1480291200
129	4	1.0	1482883200
130	596	1.0	1444435200
130	4	1.0	1482710400
130	190	1.0	1482710400
130	53	1.0	1483056000
130	54	1.0	1483056000
131	4	1.0	1482710400
131	190	1.0	1482710400
131	8	0.0	1489795200
131	53	1.0	1489968000
131	54	1.0	1489968000
132	179	1.0	1415232000
132	779	1.0	1420675200
132	926	0.0	1472688000
132	4	1.0	1482364800
132	190	1.0	1482364800
133	221	1.0	1316995200
133	53	1.0	1475625600
133	54	1.0	1475625600
133	4	1.0	1482105600
133	190	1.0	1482105600
134	4	1.0	1481932800
134	4	1.0	1481932800
134	190	1.0	1481932800
134	190	1.0	1481932800
134	75	1.0	1483747200
135	699	1.0	1444348800
135	746	1.0	1444348800
135	653	1.0	1458604800
135	965	1.0	1458777600
135	653	1.0	1459209600
135	653	1.0	1462579200
135	653	1.0	1462579200
135	4	1.0	1481760000
135	190	1.0	1481760000
135	221	0.0	1497830400
136	53	1.0	1438732800
136	54	1.0	1438732800
136	524	1.0	1438732800
136	4	1.0	1481760000
136	190	1.0	1481760000
137	524	1.0	1429574400
137	524	0.0	1429574400
137	524	0.0	1460160000
137	4	1.0	1481587200
137	4	1.0	1481587200
138	503	0.0	1476316800
138	503	0.0	1476316800
138	914	0.0	1476316800
138	4	1.0	1481500800
138	36	0.0	1481500800
139	4	1.0	1481414400
139	4	1.0	1481414400
139	4	1.0	1481414400
139	190	1.0	1481414400
139	190	1.0	1481414400
140	4	1.0	1481241600
140	4	1.0	1481241600
140	4	1.0	1481241600
140	190	1.0	1481241600
140	190	1.0	1481241600
141	94	1.0	1469836800
141	4	1.0	1480636800
141	4	1.0	1480636800
141	4	1.0	1480636800
141	4	1.0	1480636800
141	4	1.0	1480636800
141	4	1.0	1480636800
141	190	1.0	1480636800
141	190	1.0	1480636800
141	190	1.0	1480636800
141	190	1.0	1480636800
141	190	1.0	1480636800
141	190	1.0	1480636800
142	4	1.0	1480291200
142	53	0.0	1480291200
142	54	0.0	1480291200
142	94	1.0	1480291200
142	190	1.0	1480291200
143	7	1.0	1520812800
143	47	1.0	1520812800
143	402	1.0	1520812800
143	402	1.0	1520812800
143	587	1.0	1520812800
144	221	1.0	1439942400
