uid	iids
265	1358,1038,748,1484,932,1118
266	1512,1541,1535,1090,357,357
267	290,290,1457
269	1176,958,1207,1209,1351,1320,1352,1326,1134,1254,32,826,1281,623,1549,1482,1074,1525,1531,1097,1510,1539
271	345,345,945
272	1302,1435
273	693
274	617,1442
276	1291,1158,1156,1157,982,1352,693,798,1416,1544,1525,1531,582,931,9,651,1124
277	913,1038,868
278	1531,1124,1162
279	1156,1420
281	103,910
282	1156,1056,1068
283	1341,9
284	187,1078,1444,651
285	345,345,1290,1333,9,961,1436,1068
287	1300
288	1488,846
289	686
290	1530
291	1103,1168,1172,961,1436,1054
292	1174
293	523,1116,1210,1363,9
294	289,289
295	539,1134,32,1023,931,1068
296	76,143,686,902
297	1200
299	1068
300	1549,1488,1119,9,357
301	1405
302	1145,1351,1320,1352,1226,1326,1074,1096,9
303	1363,1543
304	1520
305	765,1530,1532,1097
306	647
307	1264
308	780
309	753,1541,1195,9,1539
310	1390,1260,750,1541,1341,1124,1124,1124
312	1195,9
313	1290,1079
315	340,340
316	1471
318	828,1338
319	781,1446,9
320	1176,1352,1134
321	97,226
322	732
324	1035,1210,931
326	1021,1546
327	1207,1226,1137,1503
328	106
329	1156,289,289,648,1247,1409
330	1113,1344,1485
331	1446,1535
333	679,806,1007,1461,983,1405,1484,1549,465,465,157,952,1118,1532,1550,9,9,1093,1378,1429
335	77,1008,798,9
338	911,651,1398
339	1350
340	1327
342	1133,263,1398
343	1176,1387,1371,1372,1543,1518,1337,1022,263,1195,383,383,9,1418
344	1009,1176
346	1125,1456,1484,1543
347	1215,1157,146,1081,229,1047,1021,1535,9
348	902,1063,1096,1531,1054,1118,1244
349	390,390,1488,582
350	76,1217,1125,1222,1113,1482,1120,1237,1162
351	1215,1087
352	1058,1161,941,1245,693,1398
353	1047
355	940,1104,290,290
357	777,1153,246,1197,1438,793,1113,582,949,1135,1189
358	958,1489,1440,842,157,1023
359	28,857,778,602,1147,1206,229,1191,1277,1054
360	1475,962,1529,1408
361	1419,9
362	1025
363	1281,1137
364	1535
365	1405,1416,1024,931,586,1306
366	1148,1228,1099
368	1477,9,1465
370	1155,1145,1134,1442,263,1010
372	931,41
373	820,560,892,1074,1382,9
374	693,226,1416,953,931,263,1195,9,9,9,9,9,9,651,826,651
377	1080,1164,225,1361
378	756
379	109,1475,1323,1068
380	39,910,1211
381	1405,157,1530
382	788
383	627,810,733,1015,1263,556,1038,623,1036,805,1271,1421,1363,1422,1405,793,1416,1528,1439,1406,266,952,1488,1089,1510,1068,1124,9,1195,1446,1068,1119,1054,876
384	166,1407,1488,1532,1414,1124,9,1195,1200
387	777,1403,1201,476,476
388	894,1435
389	627,1035,1286,902
391	1054,9
392	538,1273,1352,1514,1096
393	1267,793,41
394	1223,1429
395	765
396	687,1478,586
398	1206,1187,1370,1489,1543
400	1302,1529
403	833,1168,1570,748,1489
405	32
407	1409
408	828,1125
410	757,1068,358,358,1124
412	1482
413	833
414	648
415	1038
416	1103,1447,476,476
418	778,618
419	940,1104,9,651
420	1133
422	648,1206,1239,1481,651,1124
424	1021
425	1273,1036,1481,1119,1195,9
426	1227,1308,1449,952
427	1054
428	9,383,383
429	255,973,1206,1195,9
430	941
431	1358,225,1438,1548,1120,912,1469
433	9,1195
436	1419,798,1440,9
438	1265,1363,1481,1503,1488
440	1066,9
441	1108,623,1069,1528,9,1195,1068
442	72,288,288,1211,1054,1260,232,1421,793,1485,1510,9,1441,1195
444	9,673
446	597
447	1219
449	423
451	1021,878
453	399,399
454	879,796,931,911
455	115
457	1094,11
458	66,706
460	10,119
464	878
467	10,1115
468	627,244,633
470	115,66
471	11,562
472	10
473	1321
474	598,1026,1342
478	596,1319,1319,1319
483	768
485	116
488	550,877
489	542
490	12,751,10
491	878
495	300,300,568,572,13,14,722
500	240,387,387
504	572
511	92,240
513	361,361
518	239
525	17,62,830
526	830,212,214,153,154,199,475,475
527	163,934
528	184,414,414
530	1303,1347,1043,1086
532	159
534	18
535	18
536	18,765,628
537	18,1282,247
538	18
540	18,1174
541	788,77
542	1326,1364,1480,1195
544	1524
546	18,1204,1535
547	18
549	788,1108,547,290,290,1399
551	1315
553	710
558	489,489,20
559	20,234
560	985,20
563	1319
564	234,20
568	20
569	234,815
573	33
574	180
577	33
578	105,291,291,53,54
580	245,20,47,402,402
584	47,402,402
585	20
589	234
591	20
592	20,47,234,402,402
593	1070
596	824
598	344,344,822,857
601	521
602	694
606	1260
607	1148,1267
608	1228,1441
609	1417,1069
611	76,1064,1276
612	1140,1025
614	1098,1058,913,1485,1124,787
616	1379
617	929,777
618	25
620	855,25,1011
623	25,1098,1267,693,1226,828,1529
624	25,1134,1489,1435,614
625	791,1141,894,1331,986
626	1265,628,1578
627	106,1331
628	539,1062,1175,1320,1326,1358,1197,1416,1535,1200
629	25,682,1125,1483
630	1151,762,1425,1049,1047,1489,1485,1503,41,1429
631	1098,940,1104,1049,1422,1047,1416,1549,1517,1503,268,263,229,1465,586
632	1140
634	98,162,692
635	76,547
640	1517
645	49,124,255,819,76,159,345,345
649	982,290,290,842,1394,763,823,1475
651	1021,1477,1473,1516
652	1426
654	27,63,630
655	26,175
656	65
658	86,819,302,302
659	702,167
663	99
668	26
670	26,181
674	347,347
681	1257
682	788,1207
683	290,290
684	266
686	684
688	698
689	615
690	751,719
691	1166,633,1004,830,1081,1222,918,817,1478
692	1530,1304,1477,1323
693	1511,1488,1323
694	801,1273,1403,264,207,266,41
695	1044,1438,1341,582,266,1068
696	1015,1075,290,290,1079,1386,1481,1335,1488
697	157,931,229
699	1227,1275,1071,1260,1463,1277,1061,1021,931,268,651
701	1125,1283,1036,1481,1480,826
704	255
705	1176,757,1271,1438,1271,594,1189
706	255,774,1292,1299,1301,1495,1495
707	1409
708	32,1382
709	767,1290,1333
710	32
711	1168,1054
712	1326
713	1533
714	270,682,1332,1423
715	523,1456,1431,1024,993
717	32
719	32,1010,993
721	178,681,682,1438,1113
722	427,427,239
727	950,758,1486,1371,1372,1042,1490
729	47,402,402,33,710
730	33,47,234,402,402
731	33
732	33,47,234,402,402
733	47,402,402
735	34,531,619,16
744	34
745	1026
746	1369,1281,1026,1069,1528,918,1099,390,390,1163,1551
749	685
755	598
757	361,361
758	35,105
759	35,114,651,155,972
760	73,684,35
764	36
766	398,398
767	768,322,322
768	36
770	1000,1000,36
772	929,1148,687,232,1451,1485,1277,1284,1341
773	270,404,404
774	570
776	620,208,38,67
777	1268,772
778	38,67
786	594
787	404,404
788	710,1009
789	633,38,67
795	38,67
796	174,816
802	288,288,266,39,145,929,80,1557
803	39,895,941
804	270,39,288,288,892
805	895,1155
806	143
807	143,39,77,566,777,533,177,1116,1440
808	820,39,946,990,1148
810	39
811	1390,1475
812	946,266,247,584,435,435,1383
814	1149,1183,290,290,1489
815	1323,1021,40
816	1517
819	597
821	1535
823	1264,1300
824	230,1449,1049,266,1099
825	1423,1382,660
827	833,1225,177
828	1240
829	539,1019
830	41
831	911
832	1274
833	1149
834	1063,931,651,1124,1068,41,711
836	617,1171,1457
837	1119,686
838	1015,821
839	1448,1481,1543,701
840	1502
841	111,1113,1054
842	911
843	793,41
847	730,217,733,1224,41,1473
848	340,946,77,538,970,983,620
849	946,1286
851	960,747,1069,1543,584,1074,1541,1010
853	888,913,230,1047,1409,268
854	911,1195,41,930
855	1174,1485,490,490
857	1271,1541,1054,1196,1195
859	1124
860	1400
861	1118
862	290,290
863	757,1484
865	103,41,760,579
866	950,601
867	458,458,42,857
871	448,448,100
873	45,239,239
874	42
876	43,241,240,943
879	1568
880	424,424,523,810
881	1033,251
888	92
890	633,45
893	47,402,402
896	281,234
897	1138
898	1177
902	878,47,402,402
903	651
904	47,402,402
909	422,422
912	234,1319
916	47,402,402
927	1319
930	519,517
931	234,815
933	361,361
935	234
940	47,402,402,768
941	234
943	889,361,361
944	73,361,361
945	221
947	47,402,402
948	47,234,402,402,815
951	47,402,402
957	651,1202
961	47,402,402
962	1500
964	234
976	1444
978	234
980	184,108
982	47,402,402
988	47,234,402,402
990	250
992	234
997	47,402,402
999	47,402,402
1000	799
1001	234,47,402,402
1004	234
1005	1449
1017	47,402,402
1023	820,1038
1024	585
1025	155,154,510,510,48
1027	109,1289
1028	919
1029	48
1030	1072,516,53,54,1317,169,201,995,657
1032	1391
1033	48
1034	844
1035	992
1040	303,303
1041	565
1043	49,142
1048	818,373,373
1049	51,816,939,744
1050	128
1051	526
1052	52,83
1055	93,140,519
1058	534
1060	489,489
1061	535
1062	365,365,1550,53,54
1064	398,398
1066	653,53,54
1067	612,1127,486
1068	361,361,53,54
1071	250,1274,219
1072	60
1073	764,830
1074	422,422
1075	53,54
1081	932
1084	422,422
1088	56
1089	56,713
1095	217
1096	250
1097	53,54,599
1098	53,54
1103	422,422,1508,53,54
1107	194
1108	420,420
1112	53,54,405,405
1113	53,54,699,746,211
1114	341,341,422,422,1071,1511
1175	57,580,785,827,861,928,951,991
1183	635,646,605,338,338,947
1198	762
1237	675
1246	619
1278	57,580,785,827,861,928,951
1286	57,580,785,827,861,928,951,991
1345	221
1378	57,580,785,827,861,928,951,991
1456	57
1503	57
1527	76,833,940,1104
1529	58
1531	309,309
1532	768
1534	175
1537	59,61
1541	1490
1543	549
1544	569
1545	870
1546	570,1545
1549	130,870
1550	1006
1556	530
1558	774,1396,1132
1560	565,166
1561	86
1562	819,1043
1567	160
1568	653,965
1572	64
1575	116,119,1117
1578	69,134,53,54
1579	738,922
1580	596,69,533,923
1581	69
1582	68,833
1583	961,1436,1477
1584	89,70,822
1592	71
1593	1008
1594	255,791
1596	1439
1598	71,1243
1599	340,990,1292,566
1600	72
1601	72
1602	1174
1603	72,1222
1604	1014
1607	361,361
1608	716
1609	199
1611	74,542,134
1619	75,398,398,673
1622	596
1626	767,940,1104,1078,1024
1627	76
1628	1133,1134
1629	602,729
1630	1209,695
1631	1098,1411,1409
1632	1543
1633	345,345
1634	780,1361,1271
1637	76,290,290
1638	974
1639	77,489,489
1640	77
1641	77
1644	1098,1326,1337,1435
1645	648,1164
1646	77,1503,846
1648	1043,733,1291,1172
1650	778,1280,1275,1421
1651	77,895
1652	77,1153
1653	77,1204
1654	791,1098,120,1400,435,435,582,1124,1429,1162
1655	77,289,289,290,290
1656	77,1449
1657	77
1658	1151,983
1659	801
1660	78
1661	78,181
1662	512,512,1091,627,1148,1146,1149
1664	422,422
1666	109,80
1670	434,434
1676	1133
1677	129,711,133
1678	83,1574,1358
1679	255,340,340,1066,1211,693,1543,1136,1120,1441
1681	83,931
1682	1009,982,83
1683	776
1684	1225,106,1331,1482,1096
1692	973,1296,1403
1696	1068
1697	633
1700	270,890,1113
1701	1316,1515
1702	88
1703	702
1707	429,429
1708	809
1710	733
1712	574
1716	539,177,797,1087,246,1212,1057,1478,1510,1465
1717	594
1718	765,1474
1720	92
1722	753
1726	93,653,653
1727	519,1319
1729	220
1731	96,884
1733	96,340,340,895,672,1457,1422,1449,1417,1480,589
1735	1544,1124
1736	95,994,134
1743	732,628
1744	1310,1078,1352,693
1745	1194
1746	97
1748	780
1752	1006
1753	663
1755	895,538,1344
1757	175,812
1758	832
1761	963,870
1763	680
1765	1149,1183,1015,623,1361,1480,185
1767	520,283,283
1770	1329,1425
1771	754,1578,1344,1536,1548,942
1772	1116,1044,932
1774	303
1775	1194,1019,1484
1776	1174,1204,1078,1222,584,1054,840
1777	1100,1054,1395
1778	1144
1779	1267
1780	103,1075,358,358,1286,1487,765
1781	103,289,289,648
1783	1140,1152
1785	1148
1786	699,746
1787	237
1788	965
1792	567
1797	895,941,1245,1400
1798	1022,397,397
1799	106,1475,397,397,1135
1800	775
1803	978
1805	184
1807	109,828
1813	617,1481
1814	1078
1815	1531,1068
1816	246,1036
1817	1052,111,1517,159
1818	1217,111,1129,1054
1819	1206,1267,854
1820	111
1821	1226
1822	854
1823	536,774,111,1030
1824	819,1363
1825	895,651
1826	111
1827	111,771,1006
1830	295,295,254
1831	675
1834	118,113,643
1835	414,414
1842	116
1843	116
1844	1219,598,1342,1026
1847	256
1857	1421,912,651,1350
1858	1291,1003,120
1859	788,767
1861	1025,1222
1862	1075,1157,1265,120
1863	120
1864	1207,853
1865	1271
1866	1059
1868	618,918,1510,266
1869	120,854
1871	779,505,505
1876	551,1012
1880	123
1883	124,1545
1884	142
1887	129
1888	1343,1277
1889	1098,836,233,129
1891	941,129,681
1892	1098,1144
1893	129,1011
1895	1353,1068,1054
1896	569
1897	720,130,1396
1899	1301,1300,1296,1276,1517,1407
1900	130
1903	132
1904	974
1906	830
1908	1289,1080,1054,490,1023,1096,1531
1909	1232,1361,157
1916	134,997,627,1202
1917	135
1918	360,360
1919	653
1920	699,746
1922	422,422,1508,933
1923	521,632,660,137
1924	562
1925	1397
1926	138,171
1928	628
1930	660
1932	529,1274
1934	684,764,139,857
1935	139,252,637
1939	255,182,862
1940	728,1527,1525
1945	143,762,465,465,1541,1446,1495,582
1946	1158,801,934
1947	1108
1949	255,1173,932,911,158,1432
1950	788,729
1952	648
1953	143,518,1259
1955	694
1956	145
1958	1176,290,290,1281
1959	1463,207,1090,686
1960	146
1961	618
1962	800,1188,747
1963	936,148
1964	147
1973	253
1974	1154,772
1975	1413
1978	201
1980	152
1984	153
1985	660,156
1990	1307,1088
1991	157
1994	1256
1995	157
1996	1387,1129,750,157,390,390,1414
2002	1530
2003	941,1260,911
2004	791,1252
2005	1028,1369,1457,1481,1549,1511,157
2006	1532,1433
2007	686
2008	728,628,1454
2009	820,651
2010	1577,1113,1057,1019,1090
2011	1096
2013	1266,793,1113
2014	500,500
2021	667,160
2022	160,199,510,510,1384
2025	414,414
2027	161
2028	161,315,315
2033	1091,169,276,276
2034	238,638,871,1317
2035	176,164
2037	1510
2038	728,1156,1158
2039	1289,1135
2040	166
2041	166
2052	941
2053	328,328,552,495,495,495,495,845
2057	416,416
2059	221
2062	659
2063	777
2064	946
2065	177
2066	775,1220,177
2068	177,754,765
2069	1212,1124
2070	1031,1035
2072	1066,1209,618,918
2074	250
2077	446,446
2078	917,634,643
2079	180
2080	180
2084	1066
2085	699,746,699,746,777
2086	667,1012
2087	1367
2088	182,552
2090	218,322,322
2092	793
2095	687,1113,1482,1491,1237,263,826,1490
2096	527
2101	345,345,989,817,748,1461,189,221
2105	1000
2106	191
2108	699,746
2109	764,516
2111	192
2113	193
2115	1174,436,436
2117	612,1127
2118	919,195
2119	195
2121	417
2123	510,510,197,1173
2125	197
2135	269,385,385,199
2141	385,385,510
2143	1274
2144	198,510,510
2146	433,433
2147	429,435,429,435
2148	199,34
2151	698
2152	445
2153	199
2154	510,510
2158	480,480,217,642
2159	199
2160	199,1491,358,358
2163	217,436,436
2164	1130
2166	199,424,424,837
2167	216
2170	199
2171	199,440,488,440,488
2180	1096
2181	1179,1149,1058,1425,1074,1485,1549,1511,949,1327
2182	857,651,1465
2183	910,1078,826
2186	1280,1281
2189	1058
2190	1390
2192	1353,1460
2194	255,958,1296,1351,1044
2195	204
2196	1046
2198	326,326
2200	204
2201	1075,1217,246
2202	1367,263
2203	205,1176,1008,920
2204	1531,826
2206	205,340,1068
2207	205,246
2208	753
2209	592
2210	461,461
2211	956,941,1245
2218	788,1152,1387,1364,1480,1511,1021
2221	209,469,469
2223	210,868
2224	294,294
2227	627
2228	213,956
2229	213
2230	211,619
2231	213
2232	592,627
2235	880
2236	780,357,357
2245	698,936
2246	1085
2247	1081
2248	489,489
2250	510,510
2251	601,439,217,218,698
2254	414,414
2256	217,385,496,385,496
2257	467,467
2259	429,429
2261	1195
2262	857
2265	1125,886,1022
2266	322,322
2269	218
2272	768,665
2273	218
2275	922,817
2276	824
2282	734,653
2283	623
2287	221,1462
2289	653,965
2294	503,503,914
2295	221,503,503,914
2296	510,510
2299	221,221,422,422,1508
2300	1025,222
2302	1168
2306	941,1049,1018,1426,1441
2307	1201
2316	938
2317	1267,225,1021
2320	1252,226
2321	729,913,1248,1330,226
2322	668,227
2323	227
2324	1152,693
2325	855,1424,1565
2326	1100,1174
2327	958,1353
2328	1351,1198,1528,490,1520
2329	897,1125
2331	509,509
2333	1543,1308
2334	828,1503,1120,582
2336	753,266
2337	729,1019,1120
2338	1281
2339	1403,1201,1134,1044,1533,932,1074,582,1367,268,949,559
2341	1267,1007
2343	705,688,277,277,793,1113,1057,1549,266
2344	1529,229,651,1405
2345	817,1244,1334
2346	1490
2349	1075,1375
2350	853
2351	1140,465,465
2352	337,337,1019,1512,1195
2354	229,1195,1420
2355	1411,229,264,1244,826
2356	266
2357	562,878
2358	1320,757,1080
2359	539,229
2360	1035,1253
2361	681,229,748,1438,750
2362	788,1188,1129
2363	1062,1273,229,828,962
2364	812,1015,781,1129,1195
2366	1158,1273,693,668,1060
2368	958,681,1044,1038,828,1286,902
2371	752,1020
2372	1096
2373	1390,1286,584,1024,1323
2374	1265
2375	340,340,1054
2376	1078,1197,1424,1438,1489,1549
2378	229,708
2379	231
2383	1072,562,1094
2385	1017,523,539
2387	233
2388	1166,872
2389	233
2390	235
2396	237,667
2398	237,502,502,717,907
2399	14,240,364,387
2400	238,368,368
2404	242
2406	475,475,243
2410	911
2412	1017,1133
2413	246
2414	897,1331,1352
2415	246,1183
2417	890
2420	908,361,361,532,248
2426	662
2428	470,470,595
2429	604
2430	1252,1391,1422,1049,1531,1237,1068
2435	781,729,1168,1133
2437	1140,1173,1320
2439	1158,686
2441	686
2442	1139,422,422,1311,1311,1508,1384
2443	725
2445	1014
2446	889
2447	611,612,1127
2449	1014
2452	260,350,350
2453	261,452
2456	450,450
2458	365,365
2460	262,560,523
2463	1036
2468	932
2470	910,1028
2471	846
2474	567,641
2475	814
2476	583
2477	602,982,1489
2478	266,747,1248,1405,1036
2480	1435,266
2481	1120,266
2482	1541
2484	1543
2485	1458,1482
2486	628,1330
2487	266,1409,1550,1534,1535
2488	1330,1363,1159
2489	1574
2490	1172
2491	1011,266
2492	750
2494	340,340,1274,1332
2497	1176,1352
2501	699,746,978,810,764
2502	1358,1332,1576,1528,584,268
2503	1275,687
2504	157,268
2505	288,288,1011
2507	1421,772
2508	1427
2511	1068
2513	833
2514	855
2525	627
2532	992,288,288
2533	288,288
2537	1140
2539	617,788,831,1485
2541	1431,1417
2542	288,288,1210,1448,1416
2543	1410
2544	538
2547	765
2550	1140,289,289
2552	1153,1459,1364,1480,1463
2553	934,289,289
2554	1078
2555	664
2556	774,1043
2557	1009,1081
2558	290,290,651
2559	1422
2560	862,1227,290,290,1382
2562	711
2563	306,306
2564	290,290
2565	1096,1354
2568	441,441
2575	434,434
2576	293,293
2578	423,433,423,433
2579	737
2586	298,298
2590	905
2599	307,307
2605	503,503,914
2611	533,317,317
2613	1215,317,317,1059
2619	320,489,320,489,706
2620	1559,763
2621	779
2623	751
2628	321,321
2629	1311
2632	321,321
2634	527
2641	322,322
2642	320,320
2644	454,454,550,320,320
2647	685,707
2650	654,368,368,727
2652	329,329
2659	1017
2660	788
2662	1543
2667	337,337,833,929,1036,1512
2668	791,337,337
2673	504,504,1110
2674	653,653,965
2675	338,338,1105
2678	1103,1273,1414
2679	340,340
2680	775
2681	340,340,560,1422
2682	1406
2684	1556
2685	344,344
2687	1061
2688	345,345
2689	908
2690	345,345,1183
2691	975
2693	349,454,349,454
2697	700,700
2698	1571
2701	354,354
2707	751
2708	941,1277
2709	539,355,355
2710	628
2712	1134
2713	543
2714	1330
2715	513,801,355,355
2718	1162
2720	357,357,537
2721	1078,1049
2724	1573,1244
2725	870,1145
2728	653,965,653
2730	1080
2731	358,358
2732	1485
2733	1244
2734	1400,1369
2735	1172,682,1511
2737	863,1014,1268
2740	768,606
2741	708
2742	361,361,1287,1305
2748	549
2751	1050
2753	361,361
2757	361,361,801,1423
2758	684
2762	424
2772	370,370
2779	369,369,537
2782	369,388,369,388,537
2785	380,508,380
2786	382,503,382,503,914
2787	1198,793
2789	1528,1542
2790	1416
2791	1286,651
2794	1068,467,467,809
2799	564
2800	710,388,388
2802	390,390
2803	1504,1068,1514
2804	1275,748,1471,1364,918,1182
2807	796,1089
2808	1301,1399,1519
2809	392,392,392,392
2811	738
2812	503,503,914
2813	895
2816	397
2818	1400,1503
2820	399,399
2822	768,762,763
2825	404,404
2827	833
2828	1520
2829	819,1043,1016
2833	422,422,516
2839	1139
2840	413,413
2841	414,414
2843	574,64
2844	1139,726,824,905
2845	904
2847	417,417
2850	418,418
2851	510,510
2854	420,420
2858	419,419
2860	420,420
2861	422,422
2862	422,422,422,422
2868	422,422,1508
2869	1108
2873	1004
2874	422,422,422
2876	422,422
2885	694,422,422,1508,1420
2886	422,422,1508
2891	422,422,1508
2892	422,422
2893	422,422
2898	422,422,1508,699,746
2904	434,434
2907	477,477
2910	424,424
2929	436,436
2938	1417,1061
2944	1215,1401
2946	1434,1434
2950	333
2952	441,441
2953	714,562,66
2956	1079,918,1022,651
2957	1144,1226,798
2959	1444,1510
2960	1256
2961	1049
2964	445,445,491,491
2967	446,446
2968	729,379
2969	652
2970	535
2977	633
2982	865
2986	536,1174,1173,1326,841,1417,1057,952,1090
2988	780,681,1134,1533
2989	1079,1485
2990	466,466,1318
2992	1449,601,487
2993	489
2994	433
2997	623,1416,1543,1137,756
2999	1102
3000	492,493
3006	488,488
3007	489,489,218,437,733
3008	489,489
3012	1000
3014	908,1373,495,495
3015	1403
3016	1305,1306,751
3019	521
3024	1345
3030	1080
3032	510,510,439
3033	510,510,764
3039	816
3044	631
3048	502,502,503,503,914
3049	764
3051	503,503,914
3056	825,939
3060	1526,1522
3062	653,965
3064	503,503,914
3067	504,504,937
3068	503,503,914
3070	503,503,914
3072	503,503,914
3077	503,503,914,941
3078	504,504,956
3080	503,503,914
3083	503,503,914,764
3085	769
3086	700
3090	503,503,914
3092	504,504
3096	606,606
3097	653
3102	999,764
3103	736,510,510
3104	653
3106	510,510,1038,923,1405,1054
3108	1123
3113	788,513,1140,1172,1265,1194
3114	1080,623
3115	1444,133
3116	514
3119	616
3120	628
3125	791,523,1173
3126	1197
3127	1075,913,1074
3129	1548,1531
3130	1223
3132	1464,1468
3133	562
3137	533
3138	946,1150,1274,1044,1067
3139	1356
3141	538
3142	538,1149
3143	177
3145	648
3146	1206,839,1402,1248,618,1361,1540,1548
3148	1281
3149	1158
3150	733,1530
3151	602
3152	539
3153	1532
3154	1532,1237,586
3156	1188,682
3157	902
3161	546,998
3164	786,998,939
3167	1471,1237,1473
3168	1243
3171	1485
3173	826
3184	565
3186	1194,1197,765,566
3187	1187
3191	922,950,1385,910
3192	1034
3194	1011,826,582
3196	1145,1136
3197	941
3198	932,1162
3201	1416,1529
3202	582
3203	582
3204	1462,1020
3205	836,695,1443
3206	833,1252
3207	1269
3209	682,748,753,620
3211	653,653,653
3213	982,687,1022,1550,1350,792,1162
3214	651
3216	909
3217	594,1193
3218	807,909
3219	941,1245
3221	1237
3222	594,1102,941
3226	1504
3227	878
3228	699,746
3231	1098
3232	602,1211,918
3234	605
3236	760,610,727
3237	727,604
3238	1178,1184
3239	768,1178,760
3242	699,746
3243	605,760
3244	606
3245	627,806
3246	605,607,611
3247	967
3249	605,939
3250	1065,908
3251	769
3258	725
3265	1267,1244
3266	1273,1511,1244
3267	911,1244,651,1195
3271	780
3275	618
3276	767,1425
3277	1195
3278	620,1530,1408
3279	1140,1190,1533
3281	789
3282	622,756,761,762,763
3283	623,1489,1361,1180
3284	775
3285	791,1133,762,1331,945,628,681,1275,1254,1400,1487,1577
3286	1402,1248,1543
3287	1011,628
3288	628
3289	628,1389
3290	1133,873
3292	627
3294	1120
3295	1477,630
3296	699,746,653
3303	1348,1079,675
3305	1075,1480
3308	1172,892
3309	648,801,1207
3310	648,1421
3312	1218
3315	1503
3316	762,1113,1544,584
3317	796,651
3319	949
3323	1485
3324	1135,1469
3333	653,699,746
3334	653,653
3335	653,1491
3348	908
3350	850
3355	653
3358	699,746
3359	653
3361	653
3368	653,653,965
3369	653
3374	653
3376	653,967
3384	806,494
3387	1422,1522
3388	1103,1145,1197,906,1113,1057,1483,1440,1530
3391	806
3392	666
3393	1066,1291,1153
3394	908,1223
3395	809,1148,1267,945
3396	747
3397	536,668
3399	668,952
3400	926,1274
3403	1240,1190
3405	1155,1331,1421,1068,1199
3407	699,746
3408	978
3411	681,682
3412	681,876
3415	819,682
3417	685,988,769,1072
3421	781
3422	912
3423	819
3424	703
3425	1172,1035,693
3432	699,746
3434	699,746,1492
3445	699,746
3446	699,746,699,746
3449	699,746
3451	699,699
3453	699,746
3457	978
3467	699,746,1210
3479	699,699,746,746
3480	1246
3481	699,746
3482	699,746
3487	699,746
3491	699,746
3492	699,746
3501	699,741,746
3508	699,746
3509	699
3515	699,746
3517	699,699
3518	699,746
3522	699,746
3527	699,746,1107
3532	699,746,699,746
3538	699,699,746
3542	699,746
3552	699,746
3554	978
3556	1073
3559	699,746
3560	699
3562	699,699,746
3563	699,746
3567	699,699
3569	699
3577	734,699
3582	699,746
3584	699
3585	743,699,746
3589	699,699,746,746
3591	699,699
3595	699,746
3600	699,746,699,746
3601	699,746
3607	699
3608	700
3613	702,709,959,1115,1272
3614	954,959
3617	1351,1431
3619	1228,1137
3620	1337
3621	1131,1132,1303
3623	729
3625	833
3626	729
3627	730,1158,941,1245,1489,1159
3628	1212,1289,1290,1333,854,1379,1079,1411,1447
3629	1306
3630	788
3631	1215,1575,851,981
3632	1528
3633	1274,1275,1228,1277
3634	1446
3635	778,1352
3636	1194,1479,1439
3638	1535,760,948
3640	958,765,1548,1418
3641	1151,765
3644	881,1564
3645	772
3646	1176,1209,1460,1416,1511,772,1244,826
3648	1382,1334
3650	788,910
3651	1161,1241,1518,1119
3653	963,777
3655	1375,1110,1159,1195
3659	828,1431
3661	778,791,1100,836
3663	1011
3665	819,1105,798
3666	941
3667	1125
3669	801
